,_SHEET_TYPE,BASECURVE,EURORETAILPRICE,RELEASEDATE,PROTOTYPECODE,GENDER,FRAMECONSTRUCTION,SUNOPTICAL,SIZES,FIT,_BRAND,MATERIALCODE1,BRAND,RXABLE,MATERIALCODE2,COLORCODE,COLORDESCRIPTION,MADEIN,USWHOLESALEPRICE,EUROWHOLESALEPRICE,MATERIALNUMBER,RECOMMENDEDREASONS,USRETAILPRICE,FAMILY,FRAMESHAPE,NOTES,Color_Base,Color_Finish,Is_Multicolor
156,Optical,4,"185,00",LACOSTE - SEP 2024,E8982D1,M,FULL RIM,OPTICAL,50-20-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,275,STRIPED KHAKI,CHINA ONLY,"95,50","69,00",L2966,,"260,00",THE LINE,MODIFIED RECTANGLE,,beige,shiny,0
157,Sun,4,"185,00",LACOSTE - SEP 2024,E8997A1,M,FULL RIM,SUN,53-20-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,33,GUNMETAL,CHINA ONLY,"107,50","84,50",L265S,,"215,00",THE LINE,MODIFIED RECTANGLE,,grey,shiny,0
158,Sun,4,"185,00",LACOSTE - SEP 2024,E8997A1,M,FULL RIM,SUN,53-20-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,38,LIGHT GUNMETAL,CHINA ONLY,"107,50","84,50",L265S,,"215,00",THE LINE,MODIFIED RECTANGLE,,grey,shiny,0
159,Sun,4,"185,00",LACOSTE - SEP 2024,E8997A1,M,FULL RIM,SUN,53-20-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,712,LIGHT GOLD,CHINA ONLY,"107,50","84,50",L265S,,"215,00",THE LINE,MODIFIED RECTANGLE,,green,shiny,0
160,Sun,4,"185,00",LACOSTE - SEP 2024,E8997A1,M,FULL RIM,SUN,53-20-145,GLOBAL,Lacoste,METAL,LACOSTE,True,ACETATE,714,GOLD,CHINA ONLY,"107,50","84,50",L265S,,"215,00",THE LINE,MODIFIED RECTANGLE,,gold,shiny,0
161,Sun,4,"180,00",LACOSTE - SEP 2024,E8694E1,M,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,ACETATE,1,BLACK/GOLD,CHINA ONLY,"104,50","82,50",L266S,,"210,00",PETIT PIQUÉ,MODIFIED RECTANGLE,,black,shiny,1
162,Sun,4,"180,00",LACOSTE - SEP 2024,E8694E1,M,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,ACETATE,2,MATTE BLACK,CHINA ONLY,"104,50","82,50",L266S,,"210,00",PETIT PIQUÉ,MODIFIED RECTANGLE,,black,matte,0
163,Sun,4,"180,00",LACOSTE - SEP 2024,E8694E1,M,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,ACETATE,214,HAVANA/GOLD,CHINA ONLY,"104,50","82,50",L266S,,"210,00",PETIT PIQUÉ,MODIFIED RECTANGLE,,tortoise,shiny,1
164,Sun,4,"180,00",LACOSTE - SEP 2024,E8694E1,M,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,ACETATE,301,GREEN/GUNMETAL,CHINA ONLY,"104,50","82,50",L266S,,"210,00",PETIT PIQUÉ,MODIFIED RECTANGLE,,green,shiny,1
165,Sun,4,"115,00",LACOSTE - SEP 2024,E8184C1,U,FULL RIM,SUN,57-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,2,MATTE BLACK,CHINA ONLY,"67,50","52,50",L6039S,,"135,00",STRIPES & PIPING,OVAL,,black,matte,0
166,Sun,4,"115,00",LACOSTE - SEP 2024,E8184C1,U,FULL RIM,SUN,57-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,214,HAVANA,CHINA ONLY,"67,50","52,50",L6039S,,"135,00",STRIPES & PIPING,OVAL,,tortoise,shiny,0
167,Sun,4,"115,00",LACOSTE - SEP 2024,E8184C1,U,FULL RIM,SUN,57-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,301,MATTE GREEN,CHINA ONLY,"67,50","52,50",L6039S,,"135,00",STRIPES & PIPING,OVAL,,grey,matte,0
168,Sun,4,"115,00",LACOSTE - SEP 2024,E8184C1,U,FULL RIM,SUN,57-16-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,424,MATTE BLUE,CHINA ONLY,"67,50","52,50",L6039S,,"135,00",STRIPES & PIPING,OVAL,,blue,matte,0
169,Sun,4,"130,00",LACOSTE - SEP 2024,E8692C1,M,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,1,BLACK,CHINA ONLY,"74,50","59,50",L6040S,,"150,00",EASY RIBBON,MODIFIED RECTANGLE,,black,shiny,0
170,Sun,4,"130,00",LACOSTE - SEP 2024,E8692C1,M,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,35,TRANSPARENT GREY,CHINA ONLY,"74,50","59,50",L6040S,,"150,00",EASY RIBBON,MODIFIED RECTANGLE,,crystal,shiny,0
171,Sun,4,"130,00",LACOSTE - SEP 2024,E8692C1,M,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,210,TRANSPARENT BROWN,CHINA ONLY,"74,50","59,50",L6040S,,"150,00",EASY RIBBON,MODIFIED RECTANGLE,,crystal,shiny,0
172,Sun,4,"130,00",LACOSTE - SEP 2024,E8692C1,M,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,214,HAVANA,CHINA ONLY,"74,50","59,50",L6040S,,"150,00",EASY RIBBON,MODIFIED RECTANGLE,,tortoise,shiny,0
173,Sun,4,"130,00",LACOSTE - SEP 2024,E8692E1,M,FULL RIM,SUN,54-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,1,BLACK,CHINA ONLY,"74,50","59,50",L6041S,,"150,00",EASY RIBBON,MODIFIED RECTANGLE,,black,shiny,0
174,Sun,4,"130,00",LACOSTE - SEP 2024,E8692E1,M,FULL RIM,SUN,54-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,2,MATTE BLACK,CHINA ONLY,"74,50","59,50",L6041S,,"150,00",EASY RIBBON,MODIFIED RECTANGLE,,black,matte,0
175,Sun,4,"130,00",LACOSTE - SEP 2024,E8692E1,M,FULL RIM,SUN,54-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,214,HAVANA,CHINA ONLY,"74,50","59,50",L6041S,,"150,00",EASY RIBBON,MODIFIED RECTANGLE,,tortoise,shiny,0
176,Sun,4,"130,00",LACOSTE - SEP 2024,E8692E1,M,FULL RIM,SUN,54-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,410,TRANSPARENT BLUE,CHINA ONLY,"74,50","59,50",L6041S,,"150,00",EASY RIBBON,MODIFIED RECTANGLE,,crystal,shiny,0
177,Sun,6,"150,00",LACOSTE - SEP 2024,E8915B1,M,FULL RIM,SUN,55-17-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-RUBBER,2,MATTE BLACK/GREY,CHINA ONLY,"84,50","67,50",L6042S,,"170,00",SPORT COLOR BLOCK,MODIFIED RECTANGLE,,black,matte,1
178,Sun,6,"150,00",LACOSTE - SEP 2024,E8915B1,M,FULL RIM,SUN,55-17-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-RUBBER,4,MATTE BLACK/PURPLE BLUE YELLOW,CHINA ONLY,"84,50","67,50",L6042S,,"170,00",SPORT COLOR BLOCK,MODIFIED RECTANGLE,,black,matte,1
179,Sun,6,"150,00",LACOSTE - SEP 2024,E8915B1,M,FULL RIM,SUN,55-17-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-RUBBER,275,MATTE KHAKI/BROWN MIIRROR,CHINA ONLY,"84,50","67,50",L6042S,,"170,00",SPORT COLOR BLOCK,MODIFIED RECTANGLE,,beige,matte,1
180,Sun,6,"150,00",LACOSTE - SEP 2024,E8915B1,M,FULL RIM,SUN,55-17-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-RUBBER,424,MATTE BLUE/BLUE MIRROR,CHINA ONLY,"84,50","67,50",L6042S,,"170,00",SPORT COLOR BLOCK,MODIFIED RECTANGLE,,blue,matte,1
181,Sun,4,"150,00",LACOSTE - SEP 2024,E8915C1,M,FULL RIM,SUN,56-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-RUBBER,2,MATTE BLACK/GREEN MIRROR,CHINA ONLY,"84,50","67,50",L6043S,,"170,00",SPORT COLOR BLOCK,MODIFIED RECTANGLE,,black,matte,1
182,Sun,4,"150,00",LACOSTE - SEP 2024,E8915C1,M,FULL RIM,SUN,56-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-RUBBER,301,MATTE GREEN/GREY,CHINA ONLY,"84,50","67,50",L6043S,,"170,00",SPORT COLOR BLOCK,MODIFIED RECTANGLE,,grey,matte,1
183,Sun,4,"150,00",LACOSTE - SEP 2024,E8915C1,M,FULL RIM,SUN,56-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-RUBBER,424,MATTE BLUE/BLUE,CHINA ONLY,"84,50","67,50",L6043S,,"170,00",SPORT COLOR BLOCK,MODIFIED RECTANGLE,,blue,matte,1
184,Sun,4,"150,00",LACOSTE - SEP 2024,E8915C1,M,FULL RIM,SUN,56-18-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,INJ-RUBBER,601,MATTE BURGUNDY/ORANGE MIRROR,CHINA ONLY,"84,50","67,50",L6043S,,"170,00",SPORT COLOR BLOCK,MODIFIED RECTANGLE,,black,matte,1
185,Sun,4,"170,00",LACOSTE - SEP 2024,E8917A1,F,FULL RIM,SUN,54-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,ACETATE,1,BLACK,CHINA ONLY,"97,50","77,00",L6044S,,"195,00",GEOMETRICAL COLOR BLOCK,SQUARE,,black,shiny,0
186,Sun,4,"170,00",LACOSTE - SEP 2024,E8917A1,F,FULL RIM,SUN,54-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,ACETATE,214,HAVANA,CHINA ONLY,"97,50","77,00",L6044S,,"195,00",GEOMETRICAL COLOR BLOCK,SQUARE,,tortoise,shiny,0
187,Sun,4,"170,00",LACOSTE - SEP 2024,E8917A1,F,FULL RIM,SUN,54-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,ACETATE,272,HAVANA BEIGE,CHINA ONLY,"97,50","77,00",L6044S,,"195,00",GEOMETRICAL COLOR BLOCK,SQUARE,,tortoise,shiny,0
188,Sun,4,"170,00",LACOSTE - SEP 2024,E8917A1,F,FULL RIM,SUN,54-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,ACETATE,410,BLUE,CHINA ONLY,"97,50","77,00",L6044S,,"195,00",GEOMETRICAL COLOR BLOCK,SQUARE,,blue,shiny,0
189,Sun,4,"175,00",LACOSTE - SEP 2024,E8918B1,M,FULL RIM,SUN,54-19-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,1,BLACK,CHINA ONLY,"99,50","79,00",L6045S,,"200,00",THE LINE,MODIFIED RECTANGLE,,black,shiny,0
190,Sun,4,"175,00",LACOSTE - SEP 2024,E8918B1,M,FULL RIM,SUN,54-19-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,218,HAVANA BLONDE,CHINA ONLY,"99,50","79,00",L6045S,,"200,00",THE LINE,MODIFIED RECTANGLE,,tortoise,shiny,0
191,Sun,4,"175,00",LACOSTE - SEP 2024,E8918B1,M,FULL RIM,SUN,54-19-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,230,DARK HAVANA,CHINA ONLY,"99,50","79,00",L6045S,,"200,00",THE LINE,MODIFIED RECTANGLE,,tortoise,shiny,0
192,Sun,4,"175,00",LACOSTE - SEP 2024,E8918B1,M,FULL RIM,SUN,54-19-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,410,TRANSPARENT BLUE,CHINA ONLY,"99,50","79,00",L6045S,,"200,00",THE LINE,MODIFIED RECTANGLE,,crystal,shiny,0
193,Sun,4,"175,00",LACOSTE - SEP 2024,E8918C1,M,FULL RIM,SUN,52-20-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,6,BLACK/HAVANA,CHINA ONLY,"99,50","79,00",L6046S,POTENTIAL ADV STYLE,"200,00",THE LINE,MODIFIED RECTANGLE,,black,shiny,1
194,Sun,4,"175,00",LACOSTE - SEP 2024,E8918C1,M,FULL RIM,SUN,52-20-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,210,STRIPED BROWN,CHINA ONLY,"99,50","79,00",L6046S,POTENTIAL ADV STYLE,"200,00",THE LINE,MODIFIED RECTANGLE,ADV SKU,brown,shiny,0
195,Sun,4,"175,00",LACOSTE - SEP 2024,E8918C1,M,FULL RIM,SUN,52-20-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,230,DARK HAVANA,CHINA ONLY,"99,50","79,00",L6046S,POTENTIAL ADV STYLE,"200,00",THE LINE,MODIFIED RECTANGLE,,tortoise,shiny,0
196,Sun,4,"175,00",LACOSTE - SEP 2024,E8918C1,M,FULL RIM,SUN,52-20-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,264,SAND/HAVANA,CHINA ONLY,"99,50","79,00",L6046S,POTENTIAL ADV STYLE,"200,00",THE LINE,MODIFIED RECTANGLE,,beige,shiny,1
197,Sun,4,"175,00",LACOSTE - SEP 2024,E8918C1,M,FULL RIM,SUN,52-20-145,GLOBAL,Lacoste,ACETATE,LACOSTE,True,ACETATE,275,STRIPED KHAKI,CHINA ONLY,"99,50","79,00",L6046S,POTENTIAL ADV STYLE,"200,00",THE LINE,MODIFIED RECTANGLE,,beige,shiny,0
198,Sun,4,"150,00",LACOSTE - SEP 2024,E8925A2,F,FULL RIM,SUN,54-19-145,GLOBAL,Lacoste,REC ACETATE-RENEW,LACOSTE,True,BIO INJ-G820,1,BLACK,CHINA ONLY,"84,50","67,50",L6047S,POTENTIAL ADV STYLE,"170,00",MONOGRAM,MODIFIED RECTANGLE,,black,shiny,0
199,Sun,4,"150,00",LACOSTE - SEP 2024,E8925A2,F,FULL RIM,SUN,54-19-145,GLOBAL,Lacoste,REC ACETATE-RENEW,LACOSTE,True,BIO INJ-G820,214,HAVANA,CHINA ONLY,"84,50","67,50",L6047S,POTENTIAL ADV STYLE,"170,00",MONOGRAM,MODIFIED RECTANGLE,,tortoise,shiny,0
200,Sun,4,"150,00",LACOSTE - SEP 2024,E8925A2,F,FULL RIM,SUN,54-19-145,GLOBAL,Lacoste,REC ACETATE-RENEW,LACOSTE,True,BIO INJ-G820,264,SAND,CHINA ONLY,"84,50","67,50",L6047S,POTENTIAL ADV STYLE,"170,00",MONOGRAM,MODIFIED RECTANGLE,ADV SKU,beige,shiny,0
201,Sun,4,"150,00",LACOSTE - SEP 2024,E8925A2,F,FULL RIM,SUN,54-19-145,GLOBAL,Lacoste,REC ACETATE-RENEW,LACOSTE,True,BIO INJ-G820,601,BURGUNDY,CHINA ONLY,"84,50","67,50",L6047S,POTENTIAL ADV STYLE,"170,00",MONOGRAM,MODIFIED RECTANGLE,,red,shiny,0
202,Sun,4,"140,00",LACOSTE - SEP 2024,E8690E1,U,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,35,GREY,CHINA ONLY,"82,50","64,50",L6048S,,"165,00",L.12.12 TRIM,OVAL,,grey,shiny,0
203,Sun,4,"140,00",LACOSTE - SEP 2024,E8690E1,U,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,38,LIGHT GREY,CHINA ONLY,"82,50","64,50",L6048S,,"165,00",L.12.12 TRIM,OVAL,,grey,shiny,0
204,Sun,4,"140,00",LACOSTE - SEP 2024,E8690E1,U,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,210,BROWN,CHINA ONLY,"82,50","64,50",L6048S,,"165,00",L.12.12 TRIM,OVAL,,brown,shiny,0
205,Sun,4,"140,00",LACOSTE - SEP 2024,E8690E1,U,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,275,KHAKI,CHINA ONLY,"82,50","64,50",L6048S,,"165,00",L.12.12 TRIM,OVAL,,beige,shiny,0
206,Sun,4,"140,00",LACOSTE - SEP 2024,E8690E1,U,FULL RIM,SUN,51-20-145,GLOBAL,Lacoste,BIO INJ-G820,LACOSTE,True,BIO INJ-G820,800,ORANGE,CHINA ONLY,"82,50","64,50",L6048S,,"165,00",L.12.12 TRIM,OVAL,,orange,shiny,0
207,Optical,4,222.75000000000003,NIKE - SEP 2024,PNRX-2402B,M,FULL RIM,Optical,56-17-145,GLOBAL,Nike,TITANIUM,NIKE,True,INJ-SILICONE,1,MATTE BLACK,CHINA ONLY,112.0,82.5,NK6066,,302.40000000000003,NK LIFESTYLE ELITE,SQUARE,,black,matte,0
208,Optical,4,222.75000000000003,NIKE - SEP 2024,PNRX-2402B,M,FULL RIM,Optical,56-17-145,GLOBAL,Nike,TITANIUM,NIKE,True,INJ-SILICONE,45,SATIN SILVER,CHINA ONLY,112.0,82.5,NK6066,,302.40000000000003,NK LIFESTYLE ELITE,SQUARE,,silver,satin,0
209,Optical,4,222.75000000000003,NIKE - SEP 2024,PNRX-2402B,M,FULL RIM,Optical,56-17-145,GLOBAL,Nike,TITANIUM,NIKE,True,INJ-SILICONE,70,SATIN GUNMETAL,CHINA ONLY,112.0,82.5,NK6066,,302.40000000000003,NK LIFESTYLE ELITE,SQUARE,,grey,satin,0
210,Optical,4,222.75000000000003,NIKE - SEP 2024,PNRX-2402B,M,FULL RIM,Optical,56-17-145,GLOBAL,Nike,TITANIUM,NIKE,True,INJ-SILICONE,411,MATTE OBSIDIAN/SILVER,CHINA ONLY,112.0,82.5,NK6066,,302.40000000000003,NK LIFESTYLE ELITE,SQUARE,,black,matte,1
211,Optical,4,222.75000000000003,NIKE - SEP 2024,PNRX-2402C,M,FULL RIM,Optical,55-16-145,GLOBAL,Nike,TITANIUM,NIKE,True,INJ-SILICONE,4,MATTE BLACK/ASTRONOMY BLUE,CHINA ONLY,112.0,82.5,NK6067,,302.40000000000003,NK LIFESTYLE ELITE,MODIFIED RECTANGLE,,black,matte,1
212,Optical,4,222.75000000000003,NIKE - SEP 2024,PNRX-2402C,M,FULL RIM,Optical,55-16-145,GLOBAL,Nike,TITANIUM,NIKE,True,INJ-SILICONE,45,SATIN SILVER/TOTAL ORANGE,CHINA ONLY,112.0,82.5,NK6067,,302.40000000000003,NK LIFESTYLE ELITE,MODIFIED RECTANGLE,,silver,satin,1
213,Optical,4,222.75000000000003,NIKE - SEP 2024,PNRX-2402C,M,FULL RIM,Optical,55-16-145,GLOBAL,Nike,TITANIUM,NIKE,True,INJ-SILICONE,70,SATIN GUNMETAL/DARK SMOKE GREY,CHINA ONLY,112.0,82.5,NK6067,,302.40000000000003,NK LIFESTYLE ELITE,MODIFIED RECTANGLE,,grey,satin,1
214,Optical,4,222.75000000000003,NIKE - SEP 2024,PNRX-2402C,M,FULL RIM,Optical,55-16-145,GLOBAL,Nike,TITANIUM,NIKE,True,INJ-SILICONE,76,SATIN GUNMETAL/UNIVERSITY RED,CHINA ONLY,112.0,82.5,NK6067,,302.40000000000003,NK LIFESTYLE ELITE,MODIFIED RECTANGLE,,grey,satin,1
215,Optical,4,182.25,NIKE - SEP 2024,PNRX-2437,F,FULL RIM,Optical,53-17-140,GLOBAL,Nike,REC ACETATE-RENEW,NIKE,True,REC ACETATE-RENEW,10,BLACK/CLEAR GRADIENT,CHINA ONLY,91.5,67.5,NK7177,MOVE TO ZERO SHAPE ADD ,247.05,NK LIFESTYLE STATEMENT,MODIFIED RECTANGLE,,black,shiny,1
216,Optical,4,182.25,NIKE - SEP 2024,PNRX-2437,F,FULL RIM,Optical,53-17-140,GLOBAL,Nike,REC ACETATE-RENEW,NIKE,True,REC ACETATE-RENEW,25,GREY/LILAC GRADIENT,CHINA ONLY,91.5,67.5,NK7177,MOVE TO ZERO SHAPE ADD ,247.05,NK LIFESTYLE STATEMENT,MODIFIED RECTANGLE,,grey,shiny,1
217,Optical,4,182.25,NIKE - SEP 2024,PNRX-2437,F,FULL RIM,Optical,53-17-140,GLOBAL,Nike,REC ACETATE-RENEW,NIKE,True,REC ACETATE-RENEW,277,CACAO/PINK FOAM GRADIENT,CHINA ONLY,91.5,67.5,NK7177,MOVE TO ZERO SHAPE ADD ,247.05,NK LIFESTYLE STATEMENT,MODIFIED RECTANGLE,,brown,shiny,1
218,Optical,4,182.25,NIKE - SEP 2024,PNRX-2437,F,FULL RIM,Optical,53-17-140,GLOBAL,Nike,REC ACETATE-RENEW,NIKE,True,REC ACETATE-RENEW,407,BLUE/PEACH GRADIENT,CHINA ONLY,91.5,67.5,NK7177,MOVE TO ZERO SHAPE ADD ,247.05,NK LIFESTYLE STATEMENT,MODIFIED RECTANGLE,ad image,blue,shiny,1
219,Optical,4,160.65,NIKE - SEP 2024,PNRX-2438C,M,FULL RIM,Optical,53-18-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,1,BLACK,CHINA ONLY,81.0,59.5,NK7277,LIVE FREE SHAPE ADD,218.70000000000002,NK LIFESTYLE ESSENTIALS,MODIFIED RECTANGLE,,black,shiny,0
220,Optical,4,160.65,NIKE - SEP 2024,PNRX-2438C,M,FULL RIM,Optical,53-18-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,34,SMOKE GREY,CHINA ONLY,81.0,59.5,NK7277,LIVE FREE SHAPE ADD,218.70000000000002,NK LIFESTYLE ESSENTIALS,MODIFIED RECTANGLE,,grey,shiny,0
221,Optical,4,160.65,NIKE - SEP 2024,PNRX-2438C,M,FULL RIM,Optical,53-18-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,301,VINTAGE GREEN,CHINA ONLY,81.0,59.5,NK7277,LIVE FREE SHAPE ADD,218.70000000000002,NK LIFESTYLE ESSENTIALS,MODIFIED RECTANGLE,,green,shiny,0
222,Optical,4,160.65,NIKE - SEP 2024,PNRX-2438C,M,FULL RIM,Optical,53-18-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,412,ARMORY NAVY,CHINA ONLY,81.0,59.5,NK7277,LIVE FREE SHAPE ADD,218.70000000000002,NK LIFESTYLE ESSENTIALS,MODIFIED RECTANGLE,,grey,shiny,0
223,Optical,4,160.65,NIKE - SEP 2024,PNRX-2438E,M,FULL RIM,Optical,55-18-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,1,BLACK,CHINA ONLY,81.0,59.5,NK7278,LIVE FREE SHAPE ADD,218.70000000000002,NK LIFESTYLE ESSENTIALS,MODIFIED RECTANGLE,,black,shiny,0
224,Optical,4,160.65,NIKE - SEP 2024,PNRX-2438E,M,FULL RIM,Optical,55-18-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,34,SMOKE GREY,CHINA ONLY,81.0,59.5,NK7278,LIVE FREE SHAPE ADD,218.70000000000002,NK LIFESTYLE ESSENTIALS,MODIFIED RECTANGLE,,grey,shiny,0
225,Optical,4,160.65,NIKE - SEP 2024,PNRX-2438E,M,FULL RIM,Optical,55-18-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,411,OBSIDIAN,CHINA ONLY,81.0,59.5,NK7278,LIVE FREE SHAPE ADD,218.70000000000002,NK LIFESTYLE ESSENTIALS,MODIFIED RECTANGLE,,black,shiny,0
226,Optical,4,160.65,NIKE - SEP 2024,PNRX-2438E,M,FULL RIM,Optical,55-18-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,903,CLEAR,CHINA ONLY,81.0,59.5,NK7278,LIVE FREE SHAPE ADD,218.70000000000002,NK LIFESTYLE ESSENTIALS,MODIFIED RECTANGLE,,crystal,shiny,0
227,Optical,4,126.9,NIKE - SEP 2024,PNRX-2403D,M,FULL RIM,Optical,56-14-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,6,MATTE BLACK/UNIVERSITY RED,CHINA ONLY,65.0,47.0,NK7291,INSPIRED BY NIKE RABID 22,175.5,NK PERFORMANCE ESSENTIALS,MODIFIED RECTANGLE,,black,matte,1
228,Optical,4,126.9,NIKE - SEP 2024,PNRX-2403D,M,FULL RIM,Optical,56-14-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,34,MATTE SMOKE GREY/TOTAL ORANGE,CHINA ONLY,65.0,47.0,NK7291,INSPIRED BY NIKE RABID 22,175.5,NK PERFORMANCE ESSENTIALS,MODIFIED RECTANGLE,,grey,matte,1
229,Optical,4,126.9,NIKE - SEP 2024,PNRX-2403D,M,FULL RIM,Optical,56-14-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,51,MATTE LIGHT SILVER/STAD GREEN,CHINA ONLY,65.0,47.0,NK7291,INSPIRED BY NIKE RABID 22,175.5,NK PERFORMANCE ESSENTIALS,MODIFIED RECTANGLE,,silver,matte,1
230,Optical,4,126.9,NIKE - SEP 2024,PNRX-2403D,M,FULL RIM,Optical,56-14-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,431,MATTE ASTRONOMY BLUE/OBSIDIAN,CHINA ONLY,65.0,47.0,NK7291,INSPIRED BY NIKE RABID 22,175.5,NK PERFORMANCE ESSENTIALS,MODIFIED RECTANGLE,,grey,matte,1
231,Optical,4,126.9,NIKE - SEP 2024,PNRX-2403F,M,FULL RIM,Optical,54-16-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,1,MATTE BLACK/SMOKE GREY,CHINA ONLY,65.0,47.0,NK7292,INSPIRED BY NIKE RABID 22,175.5,NK PERFORMANCE ESSENTIALS,MODIFIED RECTANGLE,,black,matte,1
232,Optical,4,126.9,NIKE - SEP 2024,PNRX-2403F,M,FULL RIM,Optical,54-16-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,34,MATTE SMOKE GREY/CYBER,CHINA ONLY,65.0,47.0,NK7292,INSPIRED BY NIKE RABID 22,175.5,NK PERFORMANCE ESSENTIALS,MODIFIED RECTANGLE,,grey,matte,1
233,Optical,4,126.9,NIKE - SEP 2024,PNRX-2403F,M,FULL RIM,Optical,54-16-145,GLOBAL,Nike,BIO INJ-G850,NIKE,True,BIO INJ-G850,301,MATTE VINTAGE GREEN/BICOASTAL,CHINA ONLY,65.0,47.0,NK7292,INSPIRED BY NIKE RABID 22,175.5,NK PERFORMANCE ESSENTIALS,MODIFIED RECTANGLE,,green,matte,1
